idx,lat,long,alt,impValue,valYear,stories,zipCode,squareFeet,mktValue,className,disRate,selfMoveYear,motMoveYear,selfMoveFlag,motiMoveFlag,freeRiderFlag,movedOutFlag,property,cumuLoss
2462,29.283644,-94.806715,2.7,126410,2018,1,77550,5924,149880,L,0.18,49,29,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2463,29.280054,-94.825992,3.5,40100,2018,1,77551,1699,48600,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2464,29.285369,-94.82228,2.9,161630,2018,1,77551,5140,182830,M,0.12,21,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2465,29.283312,-94.871633,1.5,156420,2018,1,77554,6229,211110,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2466,29.284031,-94.82529,2.4,67100,2018,1,77551,5968,91850,L,0.18,200,35,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2467,29.281885,-94.813521,2.6,112310,2018,1,77551,6273,135360,L,0.18,51,30,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2468,29.281787,-94.827082,3.4,148890,2018,1,77551,4792,165690,M,0.12,28,3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2469,29.288193,-94.809436,1.5,101260,2018,1,77550,3572,115000,L,0.18,19,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2470,29.189941,-94.97695,1.6,212230,2018,1,77554,7187,233560,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2471,29.195208,-94.981472,3.5,85460,2018,1,77554,6578,247000,M,0.12,52,30,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2472,29.288611,-94.824364,1.8,209710,2018,1,77551,5968,230710,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2473,29.296956,-94.797927,1.5,37030,2018,1,77550,1699,42420,L,0.18,25,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2474,29.288182,-94.802257,4.7,104210,2018,1,77550,2483,113750,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2475,29.266426,-94.840149,1.5,258840,2018,1,77551,9409,298600,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2476,29.131601,-95.059404,1.5,246200,2018,1,77554,6490,273370,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2477,29.298154,-94.780773,1.5,109030,2018,1,77550,2526,118560,L,0.18,17,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2478,29.282367,-94.826503,2.4,53620,2018,1,77551,2962,64120,L,0.18,200,37,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2479,29.190786,-94.979847,1.5,148270,2018,1,77554,6578,215820,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2480,29.284834,-94.796522,1.5,80560,2018,1,77550,1655,86830,L,0.18,20,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2481,29.276485,-94.828382,1.5,28630,2018,1,77551,2701,32420,L,0.18,26,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2482,29.193916,-94.979817,3.2,393000,2018,1,77554,8668,532370,M,0.12,2,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2483,29.307624,-94.779675,1.3,188780,2018,1,77550,5140,210750,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2484,29.202398,-94.936871,2.2,254500,2018,1,77554,6142,398500,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2485,29.27234,-94.841102,2.1,192820,2018,1,77551,12066,205720,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2486,29.283955,-94.812812,4,104000,2018,1,77550,5140,123080,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2487,29.279894,-94.878405,2.9,7470,2018,1,77554,8233,45880,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2488,29.276668,-94.846105,1.6,128740,2018,1,77551,5576,154320,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2489,29.294644,-94.918884,1.5,285520,2018,1,77554,5358,353030,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2490,29.29815,-94.806942,2.9,67250,2018,1,77550,5358,84260,L,0.18,200,44,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2491,29.319581,-94.770131,3.7,166170,2018,1,77550,6839,192560,M,0.12,29,6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2492,29.286885,-94.827082,2.5,179860,2018,1,77551,3746,192990,M,0.12,9,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2493,29.295878,-94.812039,1.5,30990,2018,1,77550,5576,48550,L,0.18,26,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2494,29.281675,-94.807472,2.8,175560,2018,1,77550,5140,194640,M,0.12,17,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2495,29.141748,-95.045921,2.6,92390,2018,1,77554,12458,149010,L,0.18,200,36,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2496,29.301577,-94.779694,1.5,81430,2018,1,77550,2091,89250,L,0.18,20,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2497,29.291507,-94.811818,1.5,33900,2018,1,77550,4792,51720,L,0.18,26,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2498,29.295631,-94.797402,1.7,29520,2018,1,77550,1786,35180,L,0.18,34,6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2499,29.131205,-95.054395,3.3,221890,2018,1,77554,3746,282470,M,0.12,18,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2500,29.206712,-94.93396,1.6,149070,2018,1,77554,5968,211320,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2501,29.275524,-94.834368,0.5,44320,2018,1,77551,6273,64520,L,0.18,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2502,29.20056,-94.944634,1.5,87320,2018,1,77554,7971,117320,L,0.18,21,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2503,29.274966,-94.838625,2.1,63350,2018,1,77551,3093,68820,L,0.18,46,25,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2504,29.185179,-94.97518,2.7,115380,2018,1,77554,8756,141330,L,0.18,53,31,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2505,29.296782,-94.783442,4.2,83700,2018,1,77550,1437,89130,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2506,29.315797,-94.770566,3.5,146020,2018,1,77550,5968,163350,M,0.12,29,5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2507,29.29078,-94.821372,3.3,126680,2018,1,77551,5968,151430,L,0.18,59,33,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2508,29.262384,-94.902382,4.5,543450,2018,1,77554,41996,753430,M,0.12,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2509,29.294465,-94.802251,1.5,92430,2018,1,77550,3746,104320,L,0.18,19,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2510,29.282887,-94.803809,2.9,103070,2018,1,77550,3746,117100,L,0.18,200,34,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2511,29.282847,-94.810221,2.2,82680,2018,1,77550,5140,101760,L,0.18,46,27,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2512,29.302065,-94.776699,2.7,105540,2018,1,77550,2526,113630,L,0.18,56,32,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2513,29.282697,-94.801483,2.4,139730,2018,1,77550,5140,158810,M,0.12,12,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2514,29.293095,-94.808809,2.6,66730,2018,1,77550,5314,86520,L,0.18,200,39,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2515,29.288601,-94.809513,1.4,84940,2018,1,77550,2526,94480,L,0.18,14,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2516,29.298964,-94.804947,1.2,77630,2018,1,77550,9235,93430,L,0.18,4,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2517,29.144718,-95.048098,3.2,363330,2018,1,77554,14375,636270,M,0.12,9,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2518,29.28743,-94.821454,2.7,125740,2018,1,77551,5968,150490,L,0.18,50,30,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2519,29.298771,-94.787172,1.4,113380,2018,1,77550,5097,132450,L,0.18,12,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2520,29.194534,-94.980902,1.5,135960,2018,1,77554,6578,275000,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2521,29.269886,-94.879258,3.9,166500,2018,1,77554,4225,196130,M,0.12,36,17,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2522,29.283649,-94.812884,1.5,95730,2018,1,77550,5140,114810,L,0.18,19,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2523,29.294229,-94.802707,2.3,11760,2018,1,77550,2483,21060,L,0.18,200,46,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2524,29.131251,-95.05649,1.7,293500,2018,1,77554,6621,321250,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2525,29.282191,-94.803091,1.3,101320,2018,1,77550,2570,115690,L,0.18,7,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2526,29.126569,-95.061557,1.4,207350,2018,1,77554,7536,328280,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2527,29.269074,-94.840191,1.3,158800,2018,1,77551,6360,178520,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2528,29.284876,-94.802028,2.9,184590,2018,1,77550,5140,203670,M,0.12,17,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2529,29.279199,-94.837463,1.5,146450,2018,1,77551,7231,163850,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2530,29.14169,-95.041542,1.5,169650,2018,1,77554,5968,197960,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2531,29.130553,-95.070015,2.9,243290,2018,1,77554,10019,368290,M,0.12,14,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2532,29.145396,-95.051612,0.7,141460,2018,1,77554,7231,395000,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2533,29.304642,-94.776484,1.1,63800,2018,1,77550,2570,73340,L,0.18,1,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2534,29.279343,-94.830316,3,256950,2018,1,77551,5663,272850,M,0.12,7,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2535,29.265381,-94.839591,1.5,230540,2018,1,77551,9278,270220,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2536,29.286392,-94.796277,3.5,232070,2018,1,77550,7710,259450,M,0.12,18,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2537,29.218169,-94.941659,2.5,74280,2018,1,77554,4487,98040,L,0.18,200,35,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2538,29.29412,-94.797203,3.1,54710,2018,1,77550,1394,59090,L,0.18,200,52,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2539,29.28774,-94.809192,2.2,136900,2018,1,77550,3398,149620,L,0.18,37,17,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2540,29.29795,-94.914546,2.1,221410,2018,1,77554,4182,270000,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2541,29.30525,-94.774168,3.3,230280,2018,1,77550,5140,249360,M,0.12,14,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2542,29.280566,-94.818702,1.9,92070,2018,1,77551,3964,108570,L,0.18,34,11,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2543,29.287363,-94.82704,3,44720,2018,1,77551,2962,55220,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2544,29.286334,-94.803719,2.7,31950,2018,1,77550,3354,44370,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2545,29.297018,-94.811023,0,16920,2018,1,77550,2309,24190,L,0.18,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2546,29.287918,-94.803293,1.5,146750,2018,1,77550,7318,173000,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2547,29.188859,-94.975242,1.5,325740,2018,1,77554,34892,394680,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2548,29.183925,-94.971447,1.4,83760,2018,1,77554,17903,136910,L,0.18,17,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2549,29.293907,-94.80377,1.4,46840,2018,1,77550,5097,63020,L,0.18,19,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2550,29.269429,-94.839305,2.6,158850,2018,1,77551,7405,181850,M,0.12,16,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2551,29.294456,-94.921503,1.5,419160,2018,1,77554,10367,853000,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2552,29.287972,-94.826634,1.5,21000,2018,1,77551,1481,26250,L,0.18,26,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2553,29.299172,-94.918145,3.9,134550,2018,1,77554,5750,221360,M,0.12,45,27,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2554,29.123244,-95.070117,1.9,142360,2018,1,77554,6186,153200,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2555,29.293699,-94.817959,2.7,100880,2018,1,77550,6011,124880,L,0.18,200,33,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2556,29.268081,-94.87786,0.9,149840,2018,1,77554,13416,295090,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2557,29.295757,-94.918739,1.5,211640,2018,1,77554,5968,286780,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2558,29.27894,-94.829251,1.5,94070,2018,1,77551,4008,99670,L,0.18,19,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2559,29.281918,-94.806547,0.5,73550,2018,1,77550,4312,89590,L,0.18,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2560,29.284571,-94.829539,1.4,132510,2018,1,77551,5663,140440,L,0.18,9,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2561,29.295594,-94.912328,1.5,290450,2018,1,77554,4487,360000,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2562,29.187409,-94.980352,2.2,139310,2018,1,77554,5314,155110,M,0.12,3,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2563,29.205918,-94.931352,2.9,293000,2018,1,77554,6534,428000,M,0.12,8,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2564,29.251776,-94.869163,4.1,190500,2018,1,77554,9627,223790,M,0.12,50,29,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2565,29.298501,-94.8056,4.3,51560,2018,1,77550,4792,66680,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2566,29.296759,-94.787169,0,34120,2018,1,77550,1612,39310,L,0.18,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2567,29.294435,-94.918549,2.6,193050,2018,1,77554,7754,289980,M,0.12,15,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2568,29.291082,-94.822166,3.2,77480,2018,1,77551,5097,98680,L,0.18,200,44,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2569,29.288528,-94.828075,1.5,150000,2018,1,77551,4008,164000,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2570,29.30044,-94.782884,1.5,168490,2018,1,77550,3659,182220,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2571,29.274849,-94.819042,0.1,77460,2018,1,77551,5968,111210,L,0.18,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2572,29.295314,-94.797215,1.8,58380,2018,1,77550,5097,74570,L,0.18,35,10,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2573,29.278833,-94.808849,1.6,161320,2018,1,77550,6316,184550,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2574,29.226989,-94.919279,0.7,123660,2018,1,77554,6273,231960,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2575,29.300184,-94.778478,1.2,35260,2018,1,77550,2526,43350,L,0.18,6,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2576,29.27066,-94.835812,1.6,106840,2018,1,77551,6186,124820,L,0.18,23,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2577,29.279772,-94.827078,4.1,97190,2018,1,77551,3528,111710,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2578,29.297898,-94.81519,0.9,3110,2018,1,77550,2875,9670,L,0.18,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2579,29.286389,-94.801771,3,155520,2018,1,77550,5358,175490,M,0.12,23,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2580,29.12726,-95.066088,2.6,165330,2018,1,77554,19994,200330,M,0.12,16,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2581,29.293596,-94.80898,3.4,117270,2018,1,77550,5140,136430,L,0.18,200,35,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2582,29.269897,-94.878754,2.3,258060,2018,1,77554,8364,345860,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2583,29.321239,-94.771108,2.2,155880,2018,1,77550,6360,182750,M,0.12,2,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2584,29.13794,-95.04892,2.9,191720,2018,1,77554,4487,277220,M,0.12,20,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2585,29.294461,-94.78514,1.4,60970,2018,1,77550,2047,68600,L,0.18,16,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2586,29.304989,-94.780861,1.9,201320,2018,1,77550,5140,223380,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2587,29.28848,-94.824485,1.5,70270,2018,1,77551,2962,75520,L,0.18,21,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2588,29.28301,-94.809599,1.5,30850,2018,1,77550,4051,45910,L,0.18,26,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2589,29.316639,-94.770091,1.5,180030,2018,1,77550,5968,206270,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2590,29.14289,-95.046814,3.6,259690,2018,1,77554,6229,288000,M,0.12,16,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2591,29.266603,-94.838176,1.3,376900,2018,1,77551,9017,416470,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2592,29.272935,-94.845322,1.5,87920,2018,1,77551,5401,95480,L,0.18,20,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2593,29.293785,-94.784909,3.3,95460,2018,1,77550,2004,101800,L,0.18,200,38,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2594,29.204844,-94.936267,1.5,163700,2018,1,77554,5184,215950,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2595,29.259981,-94.84326,1.1,256810,2018,1,77551,6970,285000,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2596,29.286908,-94.801467,1.5,120740,2018,1,77550,4356,137040,L,0.18,17,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2597,29.145887,-95.045211,2.9,107140,2018,1,77554,6360,228440,M,0.12,34,15,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2598,29.191145,-94.980134,2.9,149290,2018,1,77554,6578,216840,M,0.12,25,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2599,29.264954,-94.841248,1.5,215420,2018,1,77551,7667,249000,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2600,29.255321,-94.867145,1.6,189380,2018,1,77554,6490,215720,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2601,29.254199,-94.851193,1.5,78530,2018,1,77554,6970,88330,L,0.18,21,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2602,29.192114,-94.977237,0.3,262770,2018,1,77554,6970,382220,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2603,29.260047,-94.842146,1.5,174140,2018,1,77551,6882,202150,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2604,29.324659,-94.771877,1.7,147820,2018,1,77550,5968,170010,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2605,29.205765,-94.937011,2.8,270170,2018,1,77554,6098,315180,M,0.12,5,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2606,29.259758,-94.842675,1.4,168000,2018,1,77551,6970,196060,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2607,29.130703,-95.057311,2.4,166400,2018,1,77554,5793,190760,M,0.12,8,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2608,29.124163,-95.070422,2.4,131550,2018,1,77554,6839,143550,L,0.18,42,24,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2609,29.294301,-94.786723,2.8,169510,2018,1,77550,5097,185690,M,0.12,18,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2610,29.283685,-94.800301,0.4,154270,2018,1,77550,1960,165360,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2611,29.123926,-95.068845,3.5,108050,2018,1,77554,9997,125550,L,0.18,200,38,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2612,29.274105,-94.826883,4.2,168870,2018,1,77551,6142,177360,M,0.12,200,39,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2613,29.315878,-94.768139,2.8,103830,2018,1,77550,5489,139440,L,0.18,200,35,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2614,29.145865,-95.046573,2.8,140030,2018,1,77554,6360,261330,M,0.12,28,6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2615,29.299647,-94.797296,2.6,36430,2018,1,77550,2047,42880,L,0.18,200,50,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2616,29.275448,-94.824044,2.6,144860,2018,1,77551,6273,166280,M,0.12,18,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2617,29.28218,-94.812762,4.5,133960,2018,1,77550,5140,153040,M,0.12,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2618,29.276021,-94.816592,2.5,271950,2018,1,77551,7536,314420,M,0.12,1,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2619,29.306914,-94.77505,4.3,119730,2018,1,77550,7710,147170,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2620,29.307844,-94.774773,2.8,64530,2018,1,77550,1873,71500,L,0.18,200,43,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2621,29.288603,-94.819468,1.5,134530,2018,1,77551,4966,154280,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2622,29.296636,-94.80593,1.1,46820,2018,1,77550,1699,52210,L,0.18,1,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2623,29.277838,-94.807651,1.5,134430,2018,1,77550,5227,163910,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2624,29.320573,-94.77084,3.5,139000,2018,1,77550,5837,164620,M,0.12,30,7,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2625,29.295848,-94.794015,1,70290,2018,1,77550,1655,76590,L,0.18,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2626,29.297837,-94.912919,3.4,328790,2018,1,77554,6011,397790,M,0.12,6,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2627,29.277986,-94.842244,2.4,100050,2018,1,77551,6229,108590,L,0.18,48,28,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2628,29.303573,-94.776084,1.8,82110,2018,1,77550,5097,116780,L,0.18,33,8,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2629,29.12604,-95.067566,1,247420,2018,1,77554,19994,282420,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2630,29.306808,-94.773919,3.3,14490,2018,1,77550,1917,21620,L,0.18,200,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2631,29.291378,-94.819087,1.5,243700,2018,1,77551,5793,267630,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2632,29.215059,-94.945233,3.1,175710,2018,1,77554,7492,245840,M,0.12,23,1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2633,29.141423,-95.042317,1.5,164580,2018,1,77554,5968,191670,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2634,29.137739,-95.052068,0.5,189640,2018,1,77554,5009,225830,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2635,29.301346,-94.77753,2.2,48440,2018,1,77550,915,51410,L,0.18,57,31,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2636,29.288126,-94.832624,2.5,128060,2018,1,77551,9235,141200,L,0.18,45,26,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2637,29.301904,-94.777316,3,47010,2018,1,77550,5140,63260,L,0.18,200,59,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2638,29.279274,-94.816611,1.7,109790,2018,1,77551,4966,128350,L,0.18,27,1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2639,29.142754,-95.047692,3.2,81200,2018,1,77554,6229,109510,L,0.18,200,43,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2640,29.272211,-94.820152,1.7,304560,2018,1,77551,9670,346430,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2641,29.299615,-94.782057,1.6,87190,2018,1,77550,4182,102780,L,0.18,25,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2642,29.288414,-94.825116,2.7,58220,2018,1,77551,5968,75020,L,0.18,200,44,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2643,29.322222,-94.773036,1.7,303380,2018,1,77550,8581,334020,M,0.12,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2644,29.279497,-94.822985,1.5,98930,2018,1,77551,5968,123680,L,0.18,19,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2645,29.283291,-94.804537,3.2,105630,2018,1,77550,5968,127910,L,0.18,200,36,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2646,29.280909,-94.874306,0.9,122870,2018,1,77554,7405,138640,L,0.18,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
